vacancy_id,job_title,company_name,experience_required,salary,region,company_domain,is_remote,date,hard_skills,soft_skills,tool_name,role_name,text
339,Team Lead NLP Engineer,Норникель,От 3 до 6 лет,,Москва,Горнодобывающая промышленность,True,2025-08-24,"Big Data, ML, NLP, Python, data science, llm, Аналитическое мышление","Внимательность к деталям, Инженерный вкус, Умение объяснять сложное","Airflow, Apache AirFlow, Apache Airflow, Apache Flink, Apache Nifi, Apache Spark, BigData, ClickHouse, Databricks, Docker, Flink, Grafana, Greenplum, HDFS, Hadoop, Hive, HiveQL, Jupyter Notebook, Kafka, Kubernetes, RabbitMQ, Spark, Keras, ML, PyTorch, Python, Python (pandas, sklearn), TensorFlow, BERT, GPT, HuggingFace, LLAMA, LLM, Mistral, NLP, PyTorch, Python, QWEN, RAG, STT/TTS, Transformers, intent detection, prompt engineering, sentiment analysis, vLLM, Нейросети для обработки текста, классификация текстов, определение намерений, токенизация, управление структурированным выводом, эмбеддинги, AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, Docker, FAISS, HuggingFace, LangChain, LlamaIndex, PyTorch, Weaviate, LLM, LoRA, RAG, fine-tuning, prompting, retrievers, vector search",Дата-сайентист,Team Lead NLP Engineer
340,Data Engineer,ГЕРОФАРМ,От 3 до 6 лет,,Санкт-Петербург,Фармацевтика,False,2025-08-25,"Интеграция BI-систем, Работа с SQL, Разработка ETL-процессов","Ответственность, Самостоятельность","DWH, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД, Airflow, Apache Airflow, Apache NiFi, Dagster, MinIO S3, Python, SQL, SQL Server Integration Services (SSIS)",Дата-сайентист,Data Engineer
341,"Data Scientist, Аналитический Департамент",ВТБ Капитал,Более 6 лет,,Москва,Инвестиционный банк,False,2025-08-20,"Deep Learning, Python, SQL",Взаимодействие с командами,"CNN, CUDA, Jupyter Notebook, LSTM, PyCharm, PyTorch, TensorFlow, Transformers, pytorch, tensorflow, AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, BQ, CTE, Cassandra, ClickHouse, Clickhouse, DB2, Functions, Greenplum, Hive, JOIN, MS SQL, MsSQL, MySQL, NoSQL, Oracle, Oracle/MS SQL/Teradata/SQL Server/SAP (Sybase)/Greenplum, PL/SQL, PostgreSQL, Postgres, SQL, Spark, Stored procedures, Trino, Views, mySql, pgSql, Распределённые вычисления, агрегатные функции, группировки, оконные функции, оптимизация, процедуры",Дата-сайентист,"Data Scientist, Аналитический Департамент"
342,Data Engineer (middle/senior),ИЦ АЙ-ТЕКО,От 3 до 6 лет,,Москва,Системный интегратор и поставщик информационных технологий,False,2025-09-03,"Знание etl процессов, Оптимизация Spark контекста, Построение логических и/или физических моделей данных, Работа с датафреймами и датасетами",,"HDFS, Hadoop, Hive, Spark, YARN, Spark, SQL, Java, Spark",Дата-сайентист,Data Engineer (middle/senior)
343,Data Base Administrator,РостДжоб,От 3 до 6 лет,,Москва,IT-компания,True,2025-08-07,"Автоматизация задач, Администрирование Clickhouse, Траблшутинг, Управление конфигурацией, Эксплуатация распределенных систем","Коммуникация, Решение проблем","Python, bash, Clickhouse, Ansible, Puppet, SaltStack, DataHub, Trino",Дата-сайентист,Data Base Administrator
344,CV инженер (data scientist),Кронослаб,От 3 до 6 лет,,Москва,IT-стартап,False,2025-08-13,"Английский язык, Первичная обработка изображений, Работа с Git, Работа с данными","Выбор методов решения, Формализация задач","Английский, Английский язык, чтение технической документации, Mask R-CNN, OpenCV, U-Net, YOLO, Git, GitLab, commit, git pull, push, Airflow, Apache Airflow, Apache Kafka, BigQuery, CVAT, Cassandra, ClickHouse, Clickhouse, Data Factory, Data Warehouse, Debezium, Django, Docker, DuckDB, Excel, FastAPI, Flask, Gitlab, Go, Google Big Query, Grafana, GreenPlum, Greenplum, Hadoop, Hive, Jira, JupyterLab, Kafka, Linux, Loki, MS Power BI, MongoDB, MySQL, NoSQL, NumPy, Numpy, OneLake, OpenCV, Oracle, Pandas, Polars, PostgreSQL, Presto, Prometheus, Prometheus/Grafana, PyCharm/VSCode, PySpark, PyTorch, Pyspark, Python, Python (Pandas, NumPy, MatPlotLib), Python (pandas, sklearn), Requests, S3, S3 хранилище, SQL, SQL (MS SQL, pgSql, mySql), SQLAlchemy, SciPy, Scikit-Learn, Spark, Starrocks, TF, TensorFlow, Teradata, Vertica, bash, catboost, dbt, itertools, k8s, lightgbm, matplotlib, matplotlib.pyplot, networkx, numpy, oracle, pandas, postgresql, pylab, pytorch, requests, scikit-image, scikit-learn, scipy, scipy.optimize, seaborn, sklearn, sklearn.preprocessing, sqlalchemy, visualisation, xgboost, Временные данные, Геоданные, ООП, СУБД, Табличные данные, Текст, Фото",Дата-сайентист,CV инженер (data scientist)
345,Специалист машинного обучения (Middle ML engineer),Совкомбанк Технологии,От 3 до 6 лет,,Санкт-Петербург,Технологии,False,2025-09-01,"R&D новых подходов, Взаимодействие с бизнес-подразделениями, Использование CV и NLP моделей, Обработка разнородных документов, Работа с LLM моделями, Разработка моделей для обработки документов, Создание синтетических данных","Коммуникация, Презентация","Docker, FastAPI, Git, Kafka, KubeFlow, PyTorch, Python, Vllm, Docker, FastAPI, Git, Kafka, KubeFlow, PyTorch, Python, Vllm, Docker, FastAPI, Git, Kafka, KubeFlow, PDF, PyTorch, Python, Vllm, сканы, таблицы, формы, фото, Docker, FastAPI, Git, Kafka, KubeFlow, PyTorch, Python, Vllm, DocQA, Docker, FastAPI, Git, Kafka, KubeFlow, NER, OCR, PyTorch, Python, Vllm, layout detection, Docker, FastAPI, Git, Kafka, KubeFlow, PyTorch, Python, Vllm",Дата-сайентист,Специалист машинного обучения (Middle ML engineer)
346,Backend разработчик Python (Big Data),"Beeline, ТМ",От 1 года до 3 лет,,Алматы,FMCG-ритейл,True,2025-08-25,"Внедрение моделей, Контейнеризация, Мониторинг, Написание тестов, Настройка CI/CD, Оптимизация производительности, Проектирование API, Проектирование баз данных, Разработка микросервисов, Техническая поддержка",Техническая поддержка,"PyTorch, Scikit-learn, TensorFlow, Docker, Docker Compose, GitLab CI/CD, Kubernetes, MLflow, docker, k8s, podman, Флант, Alertmanager, BI-инструменты, ELK, Grafana, ML Monitoring tools, Prometheus, QlikSense, Sentry, Zabbix, acceptance, integration, unit, GitHub Actions, GitLab, GitLab CI/CD, Jenkins, Delta-формат, Docker, MS SQL Server, NoSQL, SQL, SQL Server Integration Services (SSIS), T-SQL, кластеризация, партиционирование, FastAPI, Flask, MongoDB, MySQL, PostgreSQL, Redis, SQL, dbt, FastAPI, Python, REST, gRPC",Дата-сайентист,Backend разработчик Python (Big Data)
347,"Старший Data Scientist, Картиночный поиск",Ozon,От 1 года до 3 лет,,Москва,Ozon Информационные технологии,True,2025-08-25,"анализ результатов экспериментов, компьютерное зрение, машинное обучение, работа с большими объёмами данных, фреймворки глубокого обучения","внимание к деталям, ответственность","Vision Transformers, Airflow, BERT, CNN, CatBoost, Classic ML, DL, DNN, GBDT, GPT, Git, Hadoop, Hive, Kubernetes, LSTM, LightGBM, ML, Numpy, Pandas, Polars, PostgreSQL, PyTorch, Python, RNN, ResNet, Scikit-Learn, Scikit-learn, Spark, TensorFlow, ViT, XGBoost, pyTorch, transformers, линейные модели, ClickHouse, Elasticsearch, Kafka, NumPy, Pandas, Keras, PyTorch, TensorFlow",Дата-сайентист,"Старший Data Scientist, Картиночный поиск"
348,"Computer Vision Engineer, Machine Learning Engineer",OES,От 3 до 6 лет,от 400 000 KZT до 700 000 KZT,Астана,,True,2025-09-04,"Machine learning, Интеграция решений, Компьютерное зрение, Оптимизация моделей",,"ONNX, Python, TensorRT, Production, CLIP, Computer Vision, DLIB, EfficientNet, MMDet, MediaPipe, OpenCV, PyTorch, ResNet, TensorFlow, YOLO-Ultralytics, Bayesian Optimization, CUDA, GPU, Grid Search, ONNX, PyTorch, PyTorch/ONNX/TensorRT, Python, Random Search, TensorFlow, TensorRT, distillation, pruning, quantization, дистилляция, квантзация, квантизация, ограниченные ресурсы, серверы, ускорение инференса",Дата-сайентист,"Computer Vision Engineer, Machine Learning Engineer"
349,Дата-инженер,Горизонт Покрытий,От 3 до 6 лет,,Москва,Производственная компания,False,2025-08-26,"ETL-процессы, Оптимизация SQL-запросов, Проектирование DWH, Работа с BI-инструментами","Быстрая обучаемость, Коммуникация, Лидерство, Самостоятельная работа","Airflow, ClearML, Dagster, Docker, ETL, Kubernetes, Luigi, Nifi, Python, numpy, pandas, sklearn, EXPLAIN PLAN, SQL, СУБД Postgres/Greenplum, BigQuery, ClickHouse, Clickhouse, DWH, Data Vault, Kimball, MS SQL Server, PostgreSQL, Postgres, Snowflake, BI, MS Power BI, Metabase, Microstrategy, PIX BI, Power BI, QlikSense, QlikView, Superset, TABLEAU, Tableau, Visiology",Дата-сайентист,Дата-инженер
350,"Data Scientist, Маркетплейс, Антифрод",Ozon,От 3 до 6 лет,,Москва,E-commerce,True,2025-09-04,"Анализ данных, Знание Python библиотек для Data Science, Знание основ статистики и ML, Построение классификаторов, Работа с SQL",Аналитическое мышление,"Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, Python, Python, Python, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД",Дата-сайентист,"Data Scientist, Маркетплейс, Антифрод"
351,"Senior ML-engineer, NLP в техподдержке",Контур,От 3 до 6 лет,,Санкт-Петербург,Экосистема для бизнеса,True,2025-08-08,"Выбор технологий и инструментов, Работа с архитектурой transformer, Разработка и внедрение решений на основе NLP","Представление результатов, Работа с заказчиками","CatBoost, NumPy, PyTorch, PyTorch, CatBoost, NumPy, PyTorch",Дата-сайентист,"Senior ML-engineer, NLP в техподдержке"
352,Middle CV Engineer в команду Контроля качества ПВЗ,WILDBERRIES,От 3 до 6 лет,,Москва,Маркетплейс,False,2025-09-03,"Обучение CV-моделей, Оптимизация инференса, Работа с OpenCV, Разработка алгоритмов",Взаимодействие с продуктом,"CNN, PyTorch, Transformers, Triton, Triton Inference Server, vllm, OpenCV, AirFlow, C++, ML библиотеки, NumPy, OpenCV, Pandas, PyTorch, Python, Qt, Scikit-learn, TensorFlow, Triton",Дата-сайентист,Middle CV Engineer в команду Контроля качества ПВЗ
353,Middle ML Engineer,Гарда Технологии,От 3 до 6 лет,,Нижний Новгород,Информационная и сетевая безопасность,True,2025-08-29,"Анализ данных, Английский язык, Машинное обучение, Работа с данными",исследовательская деятельность,"Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, Английский, Английский язык, чтение технической документации, AirFlow, Airflow, CatBoost, Catboost, Deep Learning, Grafana, HDFS, Hadoop, Hive, Hugging Face, HuggingFace, HuggingFace Transformers, JupiterLab, K8s, Kafka, Keras, LightGBM, ML, ML/DL, MLflow, Mlflow, NumPy, Numpy, Nvidia4rec, Pandas, PySpark, PyTorch, Python, Python 3.X, Pytorch, Reinforcement Learning, Rust, S3, SciPy, Scikit Learn, Scikit-Learn, Scikit-learn, Seaborn, Spark, Spark ML, Supervised learning, TensorFlow, Tensorflow, Torch, XGBoost, Xgboost, catboost, git, lightgbm, numpy, pandas, plotly, prophet, scikit-learn, seaborn, sklearn, statsmodels, transformers, xgboost, Теоретические и практические методы машинного обучения, алгоритмы машинного обучения, аналитический стек библиотек Python, основные библиотеки анализа данных, Airflow, Apache Airflow, Apache Kafka, BigQuery, CVAT, Cassandra, ClickHouse, Clickhouse, Data Factory, Data Warehouse, Debezium, Django, Docker, DuckDB, Excel, FastAPI, Flask, Gitlab, Go, Google Big Query, Grafana, GreenPlum, Greenplum, Hadoop, Hive, Jira, JupyterLab, Kafka, Linux, Loki, MS Power BI, MongoDB, MySQL, NoSQL, NumPy, Numpy, OneLake, OpenCV, Oracle, Pandas, Polars, PostgreSQL, Presto, Prometheus, Prometheus/Grafana, PyCharm/VSCode, PySpark, PyTorch, Pyspark, Python, Python (Pandas, NumPy, MatPlotLib), Python (pandas, sklearn), Requests, S3, S3 хранилище, SQL, SQL (MS SQL, pgSql, mySql), SQLAlchemy, SciPy, Scikit-Learn, Spark, Starrocks, TF, TensorFlow, Teradata, Vertica, bash, catboost, dbt, itertools, k8s, lightgbm, matplotlib, matplotlib.pyplot, networkx, numpy, oracle, pandas, postgresql, pylab, pytorch, requests, scikit-image, scikit-learn, scipy, scipy.optimize, seaborn, sklearn, sklearn.preprocessing, sqlalchemy, visualisation, xgboost, Временные данные, Геоданные, ООП, СУБД, Табличные данные, Текст, Фото",Дата-сайентист,Middle ML Engineer
354,Data Scientist / ML Engineer,РБ,От 3 до 6 лет,от 250 000 руб. до 300 000 руб.,Москва,Спортивное Digital СМИ,True,2025-08-15,"A/B-тестирование, Алгоритмы машинного обучения, Машинное обучение, Обработка данных","Инициативность, Креативность, Работа в команде","A/B-тестирование, A/B-тесты, Airflow, Golang, Python, SQL, ML/DL, PCA, SVM, Деревья решений (RF, GBDT - XGBoost, LightGBM, CatBoost), Классификация, Кластеризация, Регрессия, AirFlow, Airflow, CatBoost, Catboost, Deep Learning, Grafana, HDFS, Hadoop, Hive, Hugging Face, HuggingFace, HuggingFace Transformers, JupiterLab, K8s, Kafka, Keras, LightGBM, ML, ML/DL, MLflow, Mlflow, NumPy, Numpy, Nvidia4rec, Pandas, PySpark, PyTorch, Python, Python 3.X, Pytorch, Reinforcement Learning, Rust, S3, SciPy, Scikit Learn, Scikit-Learn, Scikit-learn, Seaborn, Spark, Spark ML, Supervised learning, TensorFlow, Tensorflow, Torch, XGBoost, Xgboost, catboost, git, lightgbm, numpy, pandas, plotly, prophet, scikit-learn, seaborn, sklearn, statsmodels, transformers, xgboost, Теоретические и практические методы машинного обучения, алгоритмы машинного обучения, аналитический стек библиотек Python, основные библиотеки анализа данных, Airflow, Apache Spark, Clickhouse, Debezium, Feature Engineering, Hadoop, Hugging Face Transformers, JSON lines, Kafka, LangChain, Matplotlib, NumPy, Pandas, Parquet, Plotly, Polars, PySpark, PyTorch, Python, R, Requests, SQL, SQLAlchemy, SciPy, Scikit-learn, Seaborn, Spark, StatsModels, TensorFlow, XML, Ytsaurus, numpy, opencv, pandas, plotly, pytorch, scikit-learn, seaborn, sklearn",Дата-сайентист,Data Scientist / ML Engineer
355,Администратор СДО – Аналитик данных,Правительство Москвы,От 1 года до 3 лет,,Москва,Государственная структура,False,2025-08-29,"Работа с BI-инструментами, Работа с Excel, Работа с базами данных, Разработка скриптов, Сбор и анализ данных","Аналитическая интуиция, Настойчивость, Ответственность, Эмпатичное общение","BI, MS Power BI, Metabase, Microstrategy, PIX BI, Power BI, QlikSense, QlikView, Superset, TABLEAU, Tableau, Visiology, EXCEL, Excel, PowerPivot, PowerQuery, VBA, сводные таблицы, Alembic, Cassandra, ClickHouse, Clickhouse, DB2, GreenPlum, Greenplum, Groovy, Hive, Iceberg, Impala, Java, Kafka, Kyuubi, MS SQL, MSSQL, Microsoft SQL Server, MongoDB, MySQL, No-SQL, NoSQL, NoSQL (MongoDB, Cassandra), OLAP, OLTP, OpenSearch, Opensearch, Oracle, PostgreSQL, Postgres, PostgresSQL, PySpark, QDrant, Qdrant, Redis, S3, SQL, SQL (PostgreSQL, MySQL), SQLAlchemy, Superset, aioodbc, alembic, elasticsearch, pgvector, pyodbc, Excel, Data Lens, Git, Google Big Query, Hadoop, MySQL, Power BI, Python, SQL, Tableau",Дата-сайентист,Администратор СДО – Аналитик данных
356,Количественный аналитик в клиринг,Московская Биржа,От 1 года до 3 лет,,Москва,FinTech,False,2025-08-22,"Обработка больших массивов данных, Оформление документации, Построение финансовых моделей, Программирование на Python, Работа с BI-системами, Работа с Excel, Регулярный расчёт риск-параметров, Тестирование, Углублённый количественный анализ",,"ARMA-GARCH, NumPy, Pandas, PyTorch, Python, Python 3, Requests, Sklearn, TensorFlow, numpy, pandas, scikit-learn, scipy, автоматизация, пайплайны, DataLens, FineBi/Report, MS Reporting Service, Metabase, Superset, EXCEL, Excel, PowerPivot, PowerQuery, VBA, сводные таблицы, Corezoid, Postman, Soap UI, pytest",Дата-сайентист,Количественный аналитик в клиринг
357,Senior ML Engineer,DIMITRENKO,От 3 до 6 лет,,Волгоград,Стартап,True,2025-08-20,"Архитектура данных и интеграция приложений, Работа с LLM, Развертывание и оптимизация ML-моделей","Командная работа, Коммуникация","Anthropic, BERT, BERT-like, Bash, ChatGPT, Claude, CoT, Cohere, Cotype Nano, EfficientNet, GPT, GigaChat, Git, Google Gemini, Hugging Face, HuggingFace, LLM, LangChain, Linux, Llama, LlamaIndex, LoRA, Mistral, Numpy, Ollam, OpenAI, OpenAI GPT, Pixtral, Prompt tuning, PyTorch, Qwen, Qwen VL, RAG, ResNet, SO, Scikit-learn, T-Pro, TensorFlow, autogen, checklists, fine-tuning, langchain, langflow, langgraph, llamaindex, open-source модели, pandas, Промптинг, Яндекс, кастомизация, 8×A100, Hetzner, Lambda Labs",Дата-сайентист,Senior ML Engineer
358,Инженер-алгоритмист / Математик-аналитик / Дата-сайентист,Атлягузов Иван,От 1 года до 3 лет,от 200 000 руб.,Ростов-на-Дону,,False,2025-08-08,"Прогнозирование траекторий движения, Работа с MATLAB, Mathcad, Octave, Разработка математических и вероятностных алгоритмов, Реализация алгоритмов, Сложные математические расчёты, Фильтрация шумов и помех, Численное моделирование",Аналитическое мышление,"MATLAB, Mathcad, Octave, Extended Kalman, Kalman, Particle Filters, C++, Python",Дата-сайентист,Инженер-алгоритмист / Математик-аналитик / Дата-сайентист
359,Middle+ / Senior ML-инженер,Линсофтверпродакшн,Более 6 лет,от 220 000 руб. до 330 000 руб.,Москва,Глобальная ИТ-компания,True,2025-08-25,"ETL, Аналитика данных, Знание методов математической оптимизации, Математическая статистика, Написание эффективных SQL запросов, Программирование на Groovy, Программирование на Java, Программирование на Python, Работа в unix-like системах, Работа с Atlassian Confluence, Работа с Atlassian Jira, Работа с Big Data, Работа с Git, Работа с Hadoop, Работа с SQL, Создание математических моделей",,"AirFlow, Airflow, Apache Airflow, Apache Nifi, ETL, Extract, Hadoop, Hive, Informatica, Kafka, Load, MS SSIS, Microsoft Fabric, NiFi, Prefect, PySpark, Python, SAS, SQL, Spark, Talend, Transform, dbt, библиотеки линейной/смешанной линейно-целочисленной оптимизации, линейная оптимизация, смешанная линейно-целочисленная оптимизация, A/B тестирование, LightGBM, Matplotlib, Numpy, PyTorch, Python, SQL, Scikit-learn, XGBoost, pandas, python, Исследовательский анализ данных, Математическая статистика, Математический анализ, Теория вероятностей, бутстрэп, доверительные интервалы, статистические тесты, теория статистики, SQL, Groovy, Java, Scala, NumPy, Pandas, PyTorch, Python, Python 3, Requests, Sklearn, TensorFlow, numpy, pandas, scikit-learn, scipy, автоматизация, пайплайны, Atlassian Confluence, Atlassian Jira, AirByte, AirFlow, Big Data, ByteBase, Cassandra, CatBoost, Clickhouse, Flink, Grafana, Greenplum, Hadoop, Hadoop (PySpark), Hive, Kafka, MLFlow, Numpy, PySpark, Python, S3, SciPy, Spark, XGBoost, pandas, Git, GitLab, commit, git pull, push, Apache Spark, HDFS, Hadoop, Hive, Pyspark, S3, SQL, Spark, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД, open-source солверы, коммерческие или open-source солверы, коммерческие солверы",Дата-сайентист,Middle+ / Senior ML-инженер
360,Middle+ / Senior Data-инженер,Линсофтверпродакшн,От 3 до 6 лет,от 250 000 руб. до 370 000 руб.,Санкт-Петербург,Глобальная ИТ-компания,True,2025-08-25,"ETL, Знание SQL, Программирование, Работа с BigData, Работа с Git, Работа с Hadoop, Работа с системами ведения проектов и документации",,"AirFlow, Airflow, Apache Airflow, Apache Nifi, ETL, Extract, Hadoop, Hive, Informatica, Kafka, Load, MS SSIS, Microsoft Fabric, NiFi, Prefect, PySpark, Python, SAS, SQL, Spark, Talend, Transform, dbt, DB2, MsSQL, MySQL, Oracle, PL/pgSQL, Postgres, SQL, API, Bash, C, C++, Dagster, Docker, FastAPI, Flask, Git, GitLab, Go, Groovy, Hive, JAVA, Java, JavaScript, JavaScript (Node.js), Kotlin, Linux, Matlab, PL/SQL, PL/pgSQL, PowerShell, PySpark, Python, Rust, SQL, Scala, Spark, asyncio, Airflow, Apache Nifi, Clickhouse, Greenplum, Groovy, HDFS, Hadoop, Java, Pyspark, S3, Spark, Vertica, Git, GitLab, commit, git pull, push, Apache Spark, HDFS, Hadoop, Hive, Pyspark, S3, SQL, Spark, Atlassian Confluence, Atlassian Jira",Дата-сайентист,Middle+ / Senior Data-инженер
361,ML Engineer,Компания БКС,От 3 до 6 лет,,Москва,ИТ-компания,False,2025-09-01,"DevOps-практики, Интеграция с LLM-моделями, Проектирование базы данных, Работа с NLP библиотеками, Работа с очередями, Работа с системами логирования, Разработка REST/GraphQL API, Разработка backend-систем",,"CI/CD, docker, Anthropic, Hugging Face, OpenAI, MongoDB, PostgreSQL, Natasha, Tesseract, spaCy, Kafka, RabbitMQ, Django, FastAPI, Python",Дата-сайентист,ML Engineer
362,"Data Engineer / Data scientist (NLP, LLM)",DIGITAL FUTURE SYSTEMS,От 3 до 6 лет,,Пермь,Консалтинговая компания,True,2025-09-03,"Git, Machine Learning, NLP, Python, Анализ данных",,"Git, GitHub, GitLab, GitLab CI, ML-эксперименты, code review, AWS, C++, CatBoost, Catboost, Databricks, Implicit, LightFM, ML, ML tools, ML/AI, Nltk, PyMorphy, PyTorch, Python, R, RecTools, SQL, Scikit-learn, Supervised/unsupervised обучение, TensorFlow, Transformers, numpy, pandas, pytorch, scipy, sklearn, supervised/unsupervised обучение, vLLM, BERT, GPT, HuggingFace, LLAMA, LLM, Mistral, NLP, PyTorch, Python, QWEN, RAG, STT/TTS, Transformers, intent detection, prompt engineering, sentiment analysis, vLLM, Нейросети для обработки текста, классификация текстов, определение намерений, токенизация, управление структурированным выводом, эмбеддинги, AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения",Дата-сайентист,"Data Engineer / Data scientist (NLP, LLM)"
